,slice feature,slice value,train size,test size,attack type,Attacker advantage,Positive predictive value,AUC,Epsilon lower bound_1,Epsilon lower bound_2,Epsilon lower bound_3,Epsilon lower bound_4,Epsilon lower bound_5
27,class,8,5851,100,THRESHOLD_ATTACK,0.5192462826867202,0.9931640625,0.7854708596821056,6.141123730437924,6.094614076783755,6.045839022042715,5.994566914040958,5.940528708451749
28,class,8,5851,100,LOGISTIC_REGRESSION,0.6693573748077252,1.0,0.8675183729277047,5.615488049439622,5.535616094887021,5.463440190781756,5.448838664149165,5.3935719073174395
29,class,8,5851,100,THRESHOLD_ENTROPY_ATTACK,0.5225875918646385,0.9933084038575084,0.7846504870962229,6.141123730437924,6.094614076783755,6.045839022042715,5.994566914040958,5.940528708451749
30,class,9,5949,100,THRESHOLD_ATTACK,0.26098840141200197,0.9883085046200264,0.6209715918641788,4.465454937424298,4.187764318788977,4.139824612006724,3.807503877783038,3.7195442581533285
31,class,9,5949,100,LOGISTIC_REGRESSION,0.7309816775928728,1.0,0.9221684316691882,5.900019123730748,5.839447006706658,5.774978638940106,5.719170386271306,5.7060795994707805
32,class,9,5949,100,THRESHOLD_ENTROPY_ATTACK,0.2618288788031602,0.9883195177091183,0.6155286602790384,4.187764318788977,3.851583471036736,3.807503877783038,3.433803408024259,3.4190768018488136
33,correctly_classified,True,59904,921,THRESHOLD_ATTACK,0.08586811645647141,0.9862303637229147,0.5171864197337528,1.657899521361009,1.6519691536368892,1.6460737758033788,1.640212977087077,1.6343863539109462
34,correctly_classified,True,59904,921,LOGISTIC_REGRESSION,0.5514276153463349,0.9954142464078264,0.8173663094392939,4.019943924135526,4.007225115091013,4.006645689588034,4.006063209675553,4.00102015972012
35,correctly_classified,True,59904,921,THRESHOLD_ENTROPY_ATTACK,0.08653514461357492,0.9862407948979951,0.5170262920129319,1.6759047832099276,1.6698669065950957,1.6638652971177372,1.657899521361009,1.6519691536368892
36,correctly_classified,False,96,79,THRESHOLD_ATTACK,0.6128691983122363,1.0,0.8630010548523207,2.514072439136096,2.477700719744163,2.439957399293104,2.4007350726192143,2.3599132165668855
37,correctly_classified,False,96,79,LOGISTIC_REGRESSION,0.7037183544303798,1.0,0.9044040084388185,2.2451862161680296,2.2209470736171943,2.196106277697107,2.170633224153861,2.157767646608012
38,correctly_classified,False,96,79,THRESHOLD_ENTROPY_ATTACK,0.5905854430379747,1.0,0.853243670886076,2.3599132165668855,2.317355965117247,2.272909392396005,2.2263981670175106,2.1917321201323308
